round,num_labelled,val_accuracy,val_reg_MAE
0,42,0.4777777777777778,1.0536162906222872
1,72,0.4777777777777778,0.878267314698961
2,102,0.4777777777777778,0.9399434513515896
3,132,0.4777777777777778,0.90127784676022
4,162,0.4777777777777778,0.9175977336035834
