round,num_labelled,val_accuracy,val_reg_MAE
0,63,0.32592592592592595,1.7675923850801256
1,113,0.362962962962963,1.0609267031704939
2,163,0.362962962962963,0.9747953512050488
3,213,0.32592592592592595,0.9758216473791335
4,263,0.4888888888888889,0.9771956615977817
5,313,0.8592592592592593,0.4780532697836558
6,363,0.762962962962963,0.45882412967858494
